;2620
计算机软件技术（游戏软件设计与开发方向）;6726
应用英语（涉外行政管理）;7666
勘查技术与工程专业;1506
自动化生产设备应用;2642
工程造价与监理（文、理兼收）;4997
医学检验技术（病理检验方向）;3746
飞行器环境与生命保障工程;2928
广播电视学（福清校区）;4651
纺织品装饰艺术设计;8649
激光加工技术;6559
思想政治教育（含青年社会心理方向）;624
针灸推拿学（国家特色专业建设点）;3825
电脑艺术设计(国际商业美术设计);7679
音乐表演（音乐剧）;8539
护理（梅陇教学点）;3488
护理(专科三年制)国家级教学改革项目;2051
机械制造;5202
侦查学（反恐怖犯罪）;3936
产品设计专业（鞋类与皮具设计方向）;7333
思想政治教育（公共事业管理）;7232
生产过程自动化;2412
食品卫生与营养学专业;8028
市场营销(客运营销、商业连锁);4163
信息工程学院;991
园林（风景园林方向）;693
冶金技术（钢铁冶金方向）;3114
计算机辅助设计;4812
历史文化旅游;2146
口腔医学（七年制）;5241
会计学(ACCA方向);5622
休闲体育;4472
金融数学;3565
计算机网络技术（网络与通信方向）;8695
旅游管理（本科）;5076
水环境监测与保护(纺织环保);7715
应用英语（金融方向）;2163
中草药栽培与鉴定;967
国际经济与贸易（经济学院）;1148
烟草栽培技术;6743
电子商务（TAFE）;7367
会计学（ACCA方向，合作办学）;5888
城市轨道交通控制工程;3812
汉语言文学专业（师范、本科）;5899
视觉传达艺术设计（展示设计方向）;4219
森林生态旅游;2150
英语（实用英语）;3848
园林工程技术（工程预决算）;4096
冶金工程;208
电子电器应用与维修;2181
计算机科学与技术（英立3G软件订单培养）;3015
艺术设计专业(广告设计与制作)省级特色专业;5581
计算机科学与技术（中软国际软件工程）;2982
小学教育(中文与社会方向、数学与科学方向)(师范)　;8088
社会工作（周恩来政府管理学院）;1171
动画（本科，文理兼收）;8155
会计学（税务会计方向，合作办学）;5878
模具设计与制造（国家和省级重点建设）学制三年;5197
化学基地班;4616
水资源与海洋工程;2666
市场营销（铁道客货运管理方向）;8894
应用英语(法律英语方向);1736
数控技术（数控焊接方向）;3319
电脑美术设计专业;988
海洋工程与技术;3816
连锁经营管理;1038
马来语专业;1307
计算机应用技术（嵌入式技术工程师）;8275
国际经济与贸易(营销管理方向);750
展览展示艺术设计;1790
计算机科学与技术(数据库应用系统开发方向);9218
英语（外事文秘方向）;7007
美术装潢与设计;2098
临床医学专业（“5+3”一体化）;8037
广播电视编导（广播新闻方向）;8512
市场营销（BTEC商业方向）;7348
物理学专业（师范、本科）;5907
机械设计制造及其自动化（流体传动与控制）;3858
电子商务（交通商务方向）;9146
表演艺术(舞蹈方向);8887
新闻学(影视传播)专业;501
材料科学与工程（能源及电子材料）;9086
英语(商务英语方向);5440
言语听觉科学;3411
国际商务（报关与跟单）;7469
三年制护理专业（宣武医院定向）;532
公共事务管理（残疾人事业管理与特殊教育方向）;4063
机械设计制造及其自动化（模具设计与制造）;2076
表演艺术（形象设计方向订单班）;785
经济管理（原贸易经济）;4897
计算机应用软件;2779
油料储运工程;8292
船舶与海洋工程专业;2645
市场营销(国际市场营销方向);4756
涉外会计;908
环境设计（环境艺术设计）;5427
广告设计与制作（装饰艺术设计）;8722
酒店管理(休闲服务与管理方向）;2367
工商管理（旅游与酒店管理）;2770
思想政治教育（马克思主义教育学院）;1174
地理科学(师范类);9238
公共事业管理（公共人力资源管理）;6608
不动产学院;6870
烹饪工艺与营养（烹饪工艺）;7382
公共事业管理专业（文理兼招）;8584
职业技术教育管理;1289
国际经济与贸易（辽阳校区）;2498
材料成型及控制工程(模具设计);4260
计算机多媒体技术专业;4683
计算机应用技术;415
初等教育专业（小学教育方向）;1552
历史学（师范）;552
市场营销（客户服务）;6590
机械工程及自动化专业（汽车工程方向）;632
市场营销（电子商务方向）;3901
小学教育(全科教育方向）;9228
数学与应用数学（金融数学）（本科）;7207
刑事技术;2124
　　工程测量技术;5516
建筑工程技术;399
经济信息管理(电力企业信息化管理方向);2136
动物医学（动物检疫方向）;8935
机电一体化技术（数控技术方向、模具设计方向、机械制造方向）;9171
计算机信息管理（金融信息管理）;2161
系统科学与技术;3814
工程测量技术（计算机测绘技术方向）;7436
文秘（行政助理）;7602
经济统计学（金融统计方向）;3564
软件工程(软件外包方向)(校企合作办学);5377
焊接质量检测技术;4521
汉语国际教育（汉语言文化学院）;1196
食品卫生检验;3356
食品药品监督管理（医疗器械监管）;3608
经济贸易系;6379
城乡规划;511
市场营销（双语教学）;7113
会计【注册会计师方向】;4915
旅游管理（旅游企业管理与景区设计）;7044
护理学(专科);6342
英语（工商管理）;8335
新闻采编与制作（670308）;5126
应用化工技术（化工设备维修技术）;7740
软件技术（软件测试工程师方向）;8282
电气工程及其自动化（电气绝缘与电缆方向）;2954
翻译专业;1945
数学与应用数学（师范类，本科，理工类）;8109
信用管理;117
作曲与作曲技术理论;359
呼叫中心服务与管理;2812
古典文献;79
历史学（旅游文化）;7241
染织艺术设计;4185
国际汉语教育;5623
动画（合作办学）;5883
工程管理（房地产经营管理）;2457
教育學士學位中文;9383
应用电子技术（智能控制）;3949
计算机应用技术（网络通信工程方向）;791
软件技术（软件本地化）;2785
艺术设计（视觉传达设计）;2555
应用心理学（人力资源管理方向）;1441
材料化学（有机功能材料应用技术方向）;8866
软件技术（数据库管理方向）;8706
移动通信技术（中兴精英班）;3061
工程管理（工程造价管理）;2456
心理学类（中外合作办学）;6193
　　纺织品检验与贸易;5524
城市管理与监察;883
旅游英语（酒店管理）;7562
环境艺术设计（室内装饰设计方向）;7486
药学（英语强化班）;2591
国际会计专业（ACCA方向）;1091
金融数学与金融工程;5263
生物医学工程专业;1245
水产;3471
舞蹈学;331
油气储运工程（天然气管道运输方向）;7260
文化市场经营与管理（会展艺术与管理）;7511
材料成型及控制工程（计算机辅助设计与制造;7619
初等教育（随班就读方向）;4065
光电子技术;2681
　　建筑装饰工程技术;4547
勘查技术与工程;224
生物工程类（中外）;3423
刑事执行（狱政管理）;3107
电气信息类(中外);2890
表演(影视表现艺术);492
钢琴调律;6514
产品设计(室内与家具设计);7033
市场营销（建筑材料营销方向）;6483
音乐表演（舞蹈表演）;1862
轻工生物技术;8410
护理（五年）;9162
临床医学(本硕连读);3795
商贸旅游系;6707
电力工程管理;1605
市场营销（商学院）;1158
徐特立英才班;394
国际经济与贸易（投资经济方向）;2792
动画（本科);7227
临床医学(医学心理学方向);4803
旅游管理（酒店管理、旅行社管理与导游）;867
司法鉴定技术专业;6718
医学检验技术(输血医学方向);2063
生物技术（生物制药方向）;6261
生物工程专业;5264
商务英语（英语导游方向）;6008
会计学（会计信息化方向）;8049
计算机软件工程;5169
工商管理（企业家方向）实验班;6281
UI设计专业;1001
过程装备与控制工程专业;3859
艺术教育;2454
环境设计（室内设计方向）;4709
汽车检测与维修技术（技术服务与营销）;7435
酒店管理（洲际酒店集团订单班）;3600
新闻学（网络新闻方向）;2447
城市轨道交通控制（供配电）;1105
软件技术（日本信息服务外包方向）;8803
音乐学专业;2116
信息科学技术;63
光电信息科学与工程（信息技术科学学院）;1141
思想政治教育（二批）;5368
影视多媒体技术(影视节目制作方向);6767
英语;88
产品造型设计（轻工产品造型设计）;3983
汽车服务工程（含检测工程方向和运用工程方向）;6101
音乐工程系;3590
应用俄语（旅游方向）;3306
护理(妇幼护理方向);2055
农业机械应用技术（国家级示范专业）;3071
土木工程专业（小城镇建设方向）;8907
信息管理与信息系统（金融信息管理方向）;3573
会计（中澳合作办学）;4602
水利水电建筑工程;2395
护理学本科;7085
工程管理（投资与造价管理方向）;1492
软件技术（游戏设计方向）;4153
体育教育专业;2104
会计电算化（建筑经济管理方向）;6834
艺术设计（影像艺术）（三年制）;7533
中国少数民族语言文学（藏汉双语行政管理）;8493
会计学(金融与财会管理外包方向);5437
煤矿开采技术;2177
港口航道与治河工程;1601
汉语言（商务文秘）;9012
工商管理专业（文理兼招）;8576
数控技术（国家级示范专业）;4509
PM项目管理;1120
数字印刷;674
印刷图文信息处理专业;8391
软件工程+交通运输;4728
管理学学士;3556
模具;8789
机械电子（机器人技术方向）;7313
金融与证券（金融与投资方向）;7747
软件工程(软件开发);7128
工商管理(旅游管理);2545
艺术设计（交通景观设计方向）;6463
艺术设计(视觉传达技术);851
商务经纪与代理（职业经理人方向）;4573
工商管理（三本）;9033
环境艺术设计（施工管理）　;3975
语文教育;1569
多媒体展示设计与制作;3688
信息工程(电子信息工程方向);6974
服装设计与工程（服装营销）;2549
“T型”会计;1000
光信科技学与技术;6162
文物鉴定与修复（艺术品投资方向）;8684
艺术设计（动漫设计制作方向）;8657
网络工程(网络管理与应用技术)(专科起点);1055
应用化工技术(国家骨干校重点建设专业群专业、自治区级品牌专业);2380
政治与法律教育;1611
动画（艺术类）;2535
计算机通信（专科）;9247
财务管理（资产评估与管理）;9266
中国少数民族语言文学（彝日双语）;8489
商务英语（国际经贸）;7599
现代物流管理专业;985
中国少数民族语言文学（蒙古）;9194
计算机应用技术（智能电子产品设计）;4234
英西双语;8977
测绘与地理信息;8733
煤炭深加工与利用（煤化工方向）;3129
审计学（三本）;9034
泰语专业（非师范，文理兼招）;8968
应用电子技术（中外合作办学）;2079
计算机多媒体技术（动漫设计与制作方向）;8399
软件技术(网站应用开发)(ATA合作);4273
应用统计学（金融精算）;4780
军事交通指挥与工程;1426
电子信息工程（电子技术应用）;4293
汽车检测与维修技术(整形与涂装方向);6020
辐射防护与核安全;6188
公共关系;610
　　市场开发与营销;4539
物流管理专业（文理兼招）;8559
计算机应用;763
物业管理专业（万科订单班）;8760
工程力学类(中外合作办学);4368
中医学（全科医生方向）;2583
测绘工程专业（卓越计划班）;5741
装饰艺术设计（装饰工艺）;7505
汽车技术服务与营销(汽车技术服务与营销方向);744
旅游管理（导游及旅行社管理方向）;8709
英语（国际传媒方向）;809
道路桥梁与渡河工程（公路工程）;9074
机械工程及自动化（高速列车及数控技术）;201
电气工程及其自动化（输电线路工程方向）;6273
计算机科学与技术（非师范）（本硕连读）;4747
高分子材料加工技术专业;4122
会展经济与管理(中英合作);3439
计算机应用技术（中英合作办学）;1786
会计学（本科）;7181
产品设计（汽车造型设计）;7945
社区康复（专科）;5035
计算机科学与技术(游戏程序设计);8455
学前教育（英语）;7567
电子信息工程技术（自动化技术）;7598
通信工程（联通通信技术订单培养）;3017
焊接技术及自动化(文理兼招);3099
司法警务;2902
侦查;2125
火电厂集控运行;1701
公共事业管理（招标采购方向）;639
司法警务专业;6721
文秘(商务秘书);7419
应用英语专业（英语翻译方向）;1555
播音与主持艺术(名额含两个校区);3507
酒店管理（餐饮管理方向）（专科）;618
卫生监督;2992
水产养殖技术(鱼病防治与鱼药)专业;3349
软件开发与项目管理;2543
临床医学与医学技术;111
新闻传播学类（中外）;3913
学前教育（艺术教育方向）;8710
中西医临床医学（本科）;1537
酒店管理（专科）;460
公共事业管理(医患事务管理方向);6121
航空服务（乘务员方向）;6399
美术学（商业插画）;4355
电子信息工程技术（智能家电）;7376
系统科学与工程;4342
主持与播音专业;6492
医学影象学;2741
计算机网络技术（理工类）;4877
旅行社经营与管理;8401
新闻学（网络新闻）;6364
康复治疗学（中西医结合方向）;3496
艺术设计（时尚皮具艺术设计）;7768
机电一体化技术(高职专科);5503
机械工程+软件工程;2524
法学（商法）;6336
　　园艺技术（城市花卉）;4548
广播电视编导学;2307
水务管理;8158
软件工程（移动互联网方向）（卓越工程师教育培养计划）;5290
小学教育(文科)(专科起点);1068
水土保持与荒漠化防治（学制4年）;2248
机械工程专业(中德);5283
动漫设计与制作（三维动画设计方向）;4131
临床医学(康复医学方向);4455
应用俄语(专科);1578
房地产经营与估价;736
音乐学（师范及非师范）;7230
数理实验班;558
宠物养护与疫病防治;1695
机械制造与自动化（文理兼招）;3080
放射治疗技术及设备;3620
计算机网络;9180
英语(非师范类);6846
物流管理（建材物流方向）;6560
城市轨道交通运营管理;1101
公共管理类（中外合作办学）;2301
食品贮运与营销管理;8406
电气工程与自动化（辽阳校区）;2493
会计（国际会计）;3645
建筑装饰工程技术（园林工程技术）;4401
计算机应用技术（游戏程序设计方向）;7694
智能科学与技术;16
商务英语（船代货代）;6550
计算机科学与技术（本科）;7210
临床医学（临床药学）;3885
历史学(师范类);9215
应用化学(按化学类招生);8417
环境艺术;4741
司法警务（专科）;7962
材料科学与工程（实验班）;503
工程技术;8739
物流管理（电子商务与物流管理方向）;3135
电子科学与技术（物联网应用方向）;8461
土木工程系;5159
表演（戏剧影视表演方向）;2848
船舶工程技术【船机修造方向】;4939
会展经济与管理（泰达学院）;1165
草业科学类（中外合作办学）;311
计算机科学与技术（教师教育方向）;5338
财政金融类;1653
舞蹈编导（音乐）;7050
环境工程（环境监测与评价）;5204
印刷图文信息处理;1871
食品工程技术;2415
书法学（师范）（本科）;7217
网络工程专业;979
城市轨道交通控制（电力机车驾驶）;3663
工商企业管理（BTEC）;7365
微电子技术;2680
化学教育(化学与生物学方向);8882
　　信息管理与信息系统（四年制本科）;9305
计算机多媒体技术（会展与影视制作）;3950
动植物检疫(植物检疫方向);8939
网络工程（网络安全与攻防方向）;5815
表演专业（文理兼招）;8555
护理（英语方向）;5961
人物形象设计;629
食品加工技术(水产品加工与贸易)专业;3341
测控技术与仪器（电子仪器及测量技术（机械;4704
音乐教育专业;5231
经济学（国际金融方向）;2764
商务管理(旅游与酒店管理方向);8209
商务英语(省级特色专业);4591
园艺技术（花卉）;4107
环境设计（室内设计与建筑设计方向）;5335
酒店管理（640106）;5120
油气开采技术;1406
数字游戏设计;599
市场营销（物流管理）;2771
公共事业管理（城市管理与社会服务方向）;6933
建筑装饰工程技术(装饰设计方向与建筑施工管理方向);6783
计算机网络系统管理;4954
初等教育（中文与社会方向）;7548
地理信自科学;6173
电脑艺术设计(动漫);3694
通信技术（光纤通信方向）;1757
软件技术;455
汽车服务工程（检测与维修）;1023
国际经济与贸易(专科物流管理方向);6151
伪装工程;4247
电子信息科学与技术(中英合作);3430
护理专业（在重庆医科大学、四川省凉山卫生学校办学点招生）;8026
汉语言文学（文学院）;1197
兽医兽药;8771
电气工程及其自动化专业（城轨及磁浮交通电气化方向）;8427
中国少数民族语言文学;358
供用电技术专业（水利部示范专业）;6794
物理学;50
法学（学制4年）;2225
汽车造型技术;2893
武器系统与工程;384
城市燃气工程技术;1368
国际旅游酒店管理;909
体育运动训练;939
种子生产与经营;1650
计算机应用技术（数字媒体方向）;7373
国际经济与贸易专业;1518
新型纺织机电技术专业;5535
动物医学（学制5年）;2252
电子信息工程(智能电子方向)(校企合作办学);5388
酒店管理(烘焙与饮品);3699
产品造型设计（玩具设计与制作方向）;8691
图形图像制作（数字媒体艺术方向）;8259
交通工程;192
软件工程（对日外包）;8765
国际航运业务管理;1360
生化制药技术;1627
思想政治教育(师范类);9227
计算机科学与技术(嵌入式培养);3891
英语（涉外文秘方向）;1439
电子商务（移动电子商务方向）;6804
市场营销（中新合作）;4393
热能与动力工程(流体机械及其自动控制);4311
化学类（中外合作办学）;3537
工商管理（财务管理方向）;3900
食品加工技术（中英合作办学）;4072
铁道交通运营管理(高速铁路工程及维护技术方向);6565
会计（文理兼收）;4867
档案学;131
英语（英语语言文学方向、口译和笔译方向）;1219
建筑学(五年制本科);5620
轻化工程（浆纸方向）;9113
环境艺术设计;870
城市地下空间工程专业（理科）;8587
护理专业;5466
护理学（急救护理方向）;2067
日语+软件工程;2531
旅游日语（660111）;5117
电子商务（电子商务、电子政务方向）;2003
歷史學;9394
【武术保卫】（中招）;4834
金融保险（保险经营方向）;7571
印刷工程（卓越工程师班）;3429
动物医学（五年）（本硕分流培养）;2963
工商管理(技术经济方向);7886
摄影摄像;6735
通信工程(移动通信方向);6210
财务管理（资产评估方向）;7904
数字电影技术;703
软件技术(嵌入式培养);4012
金融与证券专业;4598
语文;3028
安全保卫（航空保卫专门化）;1329
城市管理;34
哲学;45
微电子技术专业;8262
园林工程技术（园林景观设计方向）;4223
软件技术文;5594
生物制药技术;1400
旅游英语(酒店方向);6045
中医学（中西医结合）（本硕连读）（与南方医科大学联合培养）;3823
刑事执行;2898
国际贸易实务（报关与国际货代方向）;6383
材料科学与工程(检测与质量管理工程);473
旅游英语（文理兼收）;4890
日语（师范类）;6115
英语翻译（订单培养）;921
计算机应用技术(网站设计应用方向)（专科;5848
综合人才培养实验班;7102
艺术与设计;5184
学前教育专业(师范、普通本科、对口本科);5932
软件工程(本科三批录取);5796
会展策划与管理(会展策划师);4001
特殊教育（自闭症儿童康复与教育方向）;4071
药物化学;2585
统计实务（风险管理与精算方向）;8637
机电一体化技术（钢结构制造方向）;6417
计算机辅助设计与制造(数控加工方向);6788
会计与审计;740
中药制药技术（非师范专业）;9056
商务日语（涉外文秘方向）;7842
会计（旅游会计方向）;3755
安全科学与工程类(职业安全与公共健康)(中外合作办学);1497
捷克语-斯洛伐克语;333
工业分析与检验（食品营养与检测方向）;5578
医疗美容技术（专科）;1592
环境工程（全英班）;6925
水利水电建筑工程（施工方向）;2821
旅游管理―?导游的摇篮;7528
投资学专业;6054
文化事业管理（艺术）;7564
高级电脑效果图培训;896
旅游管理（涉外旅游方向）;8708
眼视光技术（专科）;1590
化学工程与工艺（二批）;5376
教育技术学（非师范）;6235
信息与计算科学(信息安全方向);6983
公共事业管理（卫生监督）;2874
建筑电气及智能化;4378
视觉传达设计（应用方向）;8018
艺术设计（服饰艺术设计）;2717
汽车服务工程（鉴定与评估）;1024
律师事务;5223
外国语言文学类（中外）;2326
工程监理（园林方向）;2156
应用心理学【非师范】;6675
保险精算;4659
警察指挥与战术;3939
电力工程与管理;257
室内环境设计;7421
环境艺术设计（园林景观设计）　;3976
医学检验技术（专科）;1593
纺织工程;1239
计算机科学与技术（信息工程方向）;6222
产品造型设计（家具设计与制作方向）;8690
国际商务外语（中美合作）;9008
网络传媒设计;835
饭店管理（旅游管理）;489
绿色食品生产与检验（食品营养与检测方向）;4526
建筑装饰工程技术（施工管理方向）;4412
土木工程（交通土建方向）;7899
交通运输（汽车运用工程）[中美合作];3450
计算机网络技术（网络安全）（CIW）;4277
野生动物与自然保护区管理;305
高级护理;4977
烟草;5326
英语（商贸）;6339
教育学(幼儿教育)(专科起点);1067
计算机应用设备安装与维护;7520
服装与服饰设计（服装艺术设计）;4353
中美合作国际经济专业(本科);1125
计算机应用技术（应用电子技术）;4232
土木工程（矿井建设）;2517
机械电子工程（本科，理工类）;8138
物流管理文;5591
建筑工程技术（土木工程方向）;7454
软件技术（移动应用软件开发）;7651
护理(涉外护理方向);2052
城市轨道交通控制;397
国际商务语言系简介;5032
药学（食品药学方向）;2587
图形图像制作（医药卫生方向）;5832
工业网络技术;3994
自动化(数控技术);4257
公共事业管理（行政管理）;7042
土木工程(建筑工程);4445
建筑材料与工程造价技术;6653
应用电子技术教育;1286
海洋经济学;5280
汉语国际教育（对外汉语教学）;7126
德语（涉外法商方向）;3514
天文学;52
国际商务（国际货运代理）;7468
材料工程技术（水泥工艺方向）;8696
汽车运用技术（4S店经营与管理方向）;3315
物流管理(国际物流方向);4515
财务管理（CMA美国注册管理会计师方向）;6606
酒店管理(省级精品专业、教育部中职酒店专业青年教师培训基地、省技能抽查;6833
计算机信息管理（企业信息系统方向）;4115
环境艺术设计（工程造价方向）;7771
康复治疗学专业;2570
社会工作(专科起点);1066
经济学(金融管理方向);6995
光源与照明;2019
国际商务管理(Business);1019
城市轨道交通控制（信号）;3662
数控技术（专科）;621
武器系统与发射工程;2031
公路监理（公路工程管理、建筑工程管理方向）;6476
交通设备与控制工程;523
特许经营管理;442
艺术设计（数码艺术设计方向）;6436
通信软件;1122
工商管理（民营企业管理）;7928
计算机应用技术(计算机硬件与外设维修方向);6768
日语;96
网络工程（多媒体信息网络）;7135
法学（涉外卓越法律人才培养试点班）;3526
电气自动化技术（含自动控制技术方向）;8794
法律事务（专科）;7953
汉语(汉语言文学);6089
法学（辽阳校区）;2503
雕刻艺术与家具设计（家具工艺）;7371
旅游英语;707
社会学类（中外）;7147
经济学类;516
军事情报;609
动画（数字动画）;7141
临床医学（医学美容）;8856
生物工程;267
航空港管理;8238
信息管理与信息系统（智能移动开发）;5421
制药工程（二批）;5407
建筑工程资料与档案;6658
计算机多媒体技术(动漫设计与制作);7773
城市管理（周恩来政府管理学院）;1151
信息与计算科学（企业信息化）;7237
软件工程+会计学;4729
旅游管理（旅行社管理）;7935
软件技术（游戏开发方向）;1706
小学教育（全科教师，免费师范生，本科，文理兼收）;8128
音乐学（师范）;487
酒店管理（餐饮管理）;9000
眼视光技术专业;4487
财务信息管理;1549
计算机网络与设备学制两年;5188
统计学专业（金融统计与风险管理）;3408
环境艺术设计（城镇景观设计方向）;6558
工程管理（辽阳校区）;2501
钻井技术(钻井技术方向、涉外钻井方向、现代司钻方向);8060
卫生信息管理（数字医学信息技术）;3615
小学教育专业（语文方向）;4757
园林(景观设计方向）;2507
艺术与科技;3410
国际经济与贸易（实验班）;577
城市管理（区域经济管理);581
茶学;4450
资产评估;1480
心理咨询(省级特色专业);4512
物流管理（采购与供应链管理方向）;7306
广告学（会展策划）专业方向;1303
药学(专科);4798
公安学;366
建筑材料工程技术;1366
工商企业管理（商品流通管理方向）;7355
药学（药品营销与流通方向）;6130
计算机科学与技术（软件技术方向）;2113
机电一体化技术（电梯技术）;2724
朝鲜语（韩语）;3928
电子测量技术与仪器;730
房地产经营与物业管理;5158
食品质量与安全监管（省级重点专业）;3270
新闻采编与制作（网络新闻方向）;4268
交通安全与智能控制（检测技术方向）;6471
工商企业管理（销售经理方向）（专科）;5851
资产投资管理系;7724
会计电算化（税务师）;7585
医学检验技术;968
酿酒工程;1558
物流工程专业（四川省品牌专业）;8432
生物制药技术(药物制剂方向);4079
视觉传达设计(新媒介艺术设计方向);973
汽车运用工程;418
畜牧兽医(养猪与猪病防治方向);5470
表演艺术（声乐,器乐,舞蹈表演方向）;6424
英国赫特福德大学;3726
汽车检测与维修技术（中外合作办学）;3064
国际经济与贸易专业（国际贸易实务方向）;2846
　　服装表演（服装展示与营销）;5522
物联网工程（文思海辉特色班-本科）;6142
文秘（公共关系与文秘）;1992
土木类;3029
公共事业管理（人力资源管理方向）;7043
计算机网络技术（H3C4G网络工程师方;3292
应用化学(卓越工程师实验班);6667
汉语言文学(免费师范);8015
英语（国际英语教学方向）;4431
初等教育（科学教育）;7948
道路与桥梁工程施工;9367
汉语言文学（高级文秘方向）;3904
船舶动力工程;6583
新能源应用技术（风电,光伏太阳能）;3987
路政管理;1772
综合理科;2091
工商企业管理;704
电子商务（网络营销与策划方向）;4574
建筑工程（本科）;5056
公共关系与文秘;5960
舞台美术;5455
信息管理与信息系统（信息资源管理）;7015
金融学专业“2+2”国际班;1429
土木工程（学制4年）;2233
烹饪工艺与营养(中餐方向);6021
电气工程及其自动化(本科);4018
通信工程（信息技术科学学院）;1139
会计(国际会计)?;7418
视觉传达设计（广告设计）;8324
预防医学（卫生检验方向）;5239
化学工程与工艺;200
信息与计算科学（智能移动开发方向）;2206
绘画专业（中国画方向）;669
食品机械与管理;3176
青少年工作与管理（少年方向）;714
机械设计制造及其自动化(机械电子工程方向);6968
2+2韩语韩国班;8978
市场营销（品牌管理与营销）;7764
法律事务（国际贸易法律）;831
计算机网络技术（网站架构师）;8274
室内设计艺术;1817
自动化(中德);5285
艺术设计（艺术类）;1946
软件技术【应用软件开发方向】;4920
环境生态类（中外）;4613
商务英语（电子商务）;8327
（本科）电子信息学院专业介绍;8241
动物生产类（教改试点专业）（学制4年））;2264
轮机工程技术;1393
　　工程监理;5519
应用化学(精细化工方向);2884
视觉传达设计专业（平面设计、广告设计、动画设计）;2972
矿井建设;2175
英语教育专业（师范、专科）;5946
森林工程（公路工程机械方向，学制4年）;2266
旅游管;9340
广播电视编导（电视编辑方向）;8513
物流管理专业（采购与供应管理方向）;8434
财务管理（注册会计）;9263
经济学类（中外）;293
动漫设计与制作（动漫技术与管理方向）;8679
船舶电气工程技术;7343
城市轨道交通工程技术;1388
　　工程管理（四年制本科）;9333
工商管理（项目策划管理方向）;4696
视觉传达设计（品牌设计方向）;7849
地矿;21
生物信息技术;1265
商务经营与管理;7787
口腔医学（专科）;1589
艺术设计(平面设计方向);570
软件工程（卓越工程师）;4768
海关管理（报关员方向）;3191
化学类创新班（本硕、本博连读）;6920
初等教育（中小学音乐教育）（二年、三年制）;7538
初等教育（师范）（专科）;7195
软件工程（企业Web应用开发方向）;5829
应用化工技术专业;4527
农村行政与经济管理;2707
软件技术（手机游戏方向）;8800
护理（涉外护理方向）;4799
日语(应用日语);1085
印刷工程(数字印刷)（二批）;5397
商务英语;312
法律事务（文秘方向）;7573
护理学（老年服务与管理方向）;8853
土木工程专业（理科）【四川省"卓越工程师培养计划"专业】;8579
新闻学（二批）;5389
法律;1009
计算机应用技术（嵌入式应用技术）;4278
家具设计;1114
医学美容技术;2998
应用英语专业;6527
汽车运用技术（汽车制造与装配方向）;3316
刑事侦查;1330
应用日语（商务日语）;7384
通信指挥;9170
文化市场经营与管理（媒体经营与管理）;2698
动物科学（畜牧兽医方向）;9203
印刷图文信息处理（印刷商务方向）;1775
烹饪工艺与营养（食疗保健方向）;6391
初等教育﹙英语方向、师范类﹚;5820
市场营销（三本）;9036
西餐工艺;2686
商务英语（酒店英语方向）;7720
工程监理（三年制，大专）;4942
核反应堆工程;2929
计算机应用技术（系统管理）;7593
新闻学（影视传播）;482
材料成型及控制工程（模具CAD/CAM方;7276
电脑艺术设计（670104）;5099
动漫设计与制作（网络游戏方向）;8501
会计学（国际学院）;4730
土木类（中外合作办学）（土木工程）;2538
金融学（数理金融实验班）;6292
动画专业（动画设计方向）;7290
土木工程(岩土与地下工程方向);6632
语文教育（师范）（专科）;7163
软件工程（移动互联开发方向-青岛软件园）;2018
电子商务（少数民族班）;4364
英语（翻译方向、商务英语方向）;1490
汉语言文学(文化传播);6672
航空通信技术;6681
电子商务（专科）;450
中西医临床医学专业（新增专业）;8032
应用韩语（旅游韩语方向）（;5129
能源动力类（工学Ⅱ）;2958
理工实验班;4362
　　网络工程（四年制本科）;9330
机电一体化技术(自动化技术方向);7401
机械制造及自动化;4196
双语幼儿教师就业技能培训;911
国际商务（英国BTEC课程）;847
机械制造工艺教育;1284
计算机信息管理(客服服务方向);8215
计算机应用技术（Web技术方向）;6466
软件技术（北大青鸟互联网软件开发方向）;5544
汉语言文学（中国语言与文学、文员文秘、文化传媒方向）;6938
机电一体化技术(数控技术方向)?;7400
建筑装饰工程技术（文、理、艺兼收;4996
机械电子工程（机电一体化技术）;398
焊接技术与自动化;2417
生物醫藥學;9386
藏药学;6170
新闻采编与制作（多媒体采编）;871
应用英语（计算机方向）;2746
应用电子技术（电子质量管理技术）;7597
道路桥梁与渡河工程（岩土与隧道工程）;9075
装备经济管理;6586
应用日语专业（专科）;5947
经济贸易类(中外合作办学)(国际经济与贸易);6328
临床医学（乡村医生）;3640
计算机应用技术（计算机辅助装饰设计方向）;6728
环境科学与工程;22
涉外旅游;1731
注册会计师方向;4976
汽车电气与家用电器维修;2425
建筑设计技术（建筑学）;5162
工商管理（国际商务英才班）;6964
国际经济与贸易（国际结算）;4773
工商管理（物流管理）;6368
电气工程技术;1607
车辆工程（三本）;9030
教育技术;4464
市场营销（国际营销与策划）;8305
港口业务管理（港口管理、航运业务管理、国际货运代理）;6477
会计与统计核算;1759
艺术设计（动画设计方向）;1944
食品科学与工程（食品安全与检测方向）;6223
物流管理（物流信息技术）;7581
应用化学（学制4年）;2228
飞行器系统与工程;958
警务指挥与战术;372
艺术设计;147
轮机工程;1258
戏剧影视美术设计（电影电视美术设计方向）;8509
酒店管理（酒店财务管理方向）;3301
会计学（国际会计方向）（商学院）;1157
建筑工程;9179
计算机多媒体与网络技术;5186
秘书专业介绍;8759
音乐表演（声乐、钢琴方向）;3189
语文教育(师范);7683
会计(国际会计方向);4571
